age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	target
61.0	4	187135.0	15	10.0	2	7	0	4	1	0.0	0.0	56.0	39	1
41.0	4	198316.0	15	10.0	4	3	1	4	1	0.0	0.0	50.0	24	1
45.0	4	386940.0	9	13.0	0	4	3	4	1	0.0	1408.0	40.0	39	1
39.0	6	50096.0	15	10.0	2	5	0	4	1	0.0	0.0	80.0	39	1
60.0	4	101198.0	8	11.0	0	8	1	4	1	0.0	0.0	20.0	39	1
22.0	0	140414.0	15	10.0	4	0	3	4	1	0.0	0.0	40.0	39	1
24.0	4	240137.0	3	2.0	4	6	1	4	1	0.0	0.0	55.0	26	1
53.0	2	110510.0	11	9.0	2	4	5	4	0	0.0	0.0	50.0	39	0
32.0	4	207400.0	11	9.0	4	7	4	2	0	0.0	0.0	40.0	39	1
50.0	0	313445.0	11	9.0	5	0	4	1	0	0.0	0.0	40.0	30	1
42.0	4	161510.0	9	13.0	2	12	0	4	1	7298.0	0.0	40.0	39	0
45.0	4	273194.0	11	9.0	2	7	0	2	1	3137.0	0.0	35.0	39	1
61.0	0	451327.0	9	13.0	2	0	0	3	1	0.0	0.0	24.0	39	0
52.0	5	132178.0	9	13.0	2	4	0	4	1	0.0	0.0	50.0	39	0
41.0	2	201520.0	11	9.0	2	11	0	4	1	0.0	0.0	40.0	39	1
43.0	4	96421.0	9	13.0	0	10	4	4	0	0.0	0.0	24.0	28	1
25.0	4	135568.0	6	5.0	2	6	0	4	1	0.0	0.0	40.0	39	1
45.0	2	33798.0	12	14.0	4	10	1	4	0	0.0	0.0	40.0	39	1
31.0	4	128591.0	6	5.0	0	14	1	4	1	0.0	0.0	40.0	39	1
18.0	4	171088.0	15	10.0	4	12	3	4	0	0.0	0.0	10.0	39	1
28.0	4	209801.0	6	5.0	2	7	5	4	0	0.0	0.0	40.0	39	1
27.0	4	411950.0	9	13.0	4	10	1	4	1	0.0	0.0	60.0	39	1
26.0	4	205036.0	11	9.0	4	6	1	4	1	0.0	0.0	42.0	39	1
24.0	4	117583.0	9	13.0	4	4	3	4	1	0.0	0.0	48.0	39	1
31.0	6	113752.0	15	10.0	2	3	0	4	1	0.0	0.0	50.0	39	1
45.0	4	186272.0	6	5.0	2	1	0	2	1	5178.0	0.0	40.0	39	0
31.0	4	348491.0	9	13.0	4	4	1	2	0	0.0	0.0	40.0	39	1
47.0	4	606752.0	12	14.0	0	13	1	4	1	0.0	0.0	40.0	39	1
36.0	4	184655.0	0	6.0	0	14	4	4	1	0.0	0.0	48.0	39	1
65.0	4	213477.0	12	14.0	0	12	1	4	1	0.0	0.0	28.0	39	1
45.0	4	304570.0	9	13.0	2	4	0	1	1	0.0	0.0	60.0	3	0
42.0	4	185602.0	11	9.0	2	4	5	4	0	0.0	0.0	40.0	39	0
29.0	4	193152.0	11	9.0	4	6	1	4	1	0.0	1408.0	40.0	39	1
23.0	7	112137.0	9	13.0	4	10	1	3	0	0.0	0.0	40.0	2	1
40.0	4	151294.0	11	9.0	0	6	1	4	0	0.0	0.0	48.0	39	1
59.0	4	192845.0	11	9.0	2	6	0	4	1	0.0	0.0	40.0	39	0
36.0	4	162302.0	15	10.0	4	1	1	4	0	0.0	0.0	35.0	39	1
49.0	4	177543.0	11	9.0	5	1	4	4	0	0.0	0.0	35.0	39	1
38.0	4	219902.0	11	9.0	5	14	4	2	0	0.0	0.0	30.0	39	1
22.0	4	109482.0	15	10.0	4	10	3	4	1	0.0	0.0	98.0	39	1
25.0	4	143267.0	11	9.0	4	1	1	4	0	0.0	0.0	48.0	39	1
45.0	1	232997.0	15	10.0	2	14	0	4	1	0.0	0.0	65.0	39	0
30.0	4	78530.0	11	9.0	4	6	1	4	1	0.0	0.0	40.0	39	1
32.0	4	71540.0	15	10.0	0	10	1	4	1	0.0	0.0	40.0	39	1
25.0	7	262664.0	9	13.0	2	11	0	4	1	0.0	0.0	40.0	39	0
18.0	4	182042.0	1	7.0	4	8	3	4	0	0.0	0.0	19.0	39	1
40.0	4	237671.0	15	10.0	2	13	5	4	0	0.0	0.0	40.0	39	0
39.0	6	251710.0	0	6.0	3	8	1	4	0	0.0	1721.0	15.0	39	1
26.0	4	195994.0	9	13.0	5	12	1	4	0	0.0	0.0	40.0	39	1
39.0	4	144169.0	11	9.0	2	12	0	4	1	0.0	0.0	50.0	39	0
27.0	7	365916.0	7	12.0	4	4	1	4	0	0.0	0.0	58.0	39	1
59.0	4	214865.0	11	9.0	6	4	4	4	0	0.0	0.0	50.0	39	1
26.0	4	208326.0	11	9.0	2	4	0	4	1	3942.0	0.0	45.0	39	1
67.0	2	181220.0	15	10.0	0	1	1	2	0	0.0	0.0	20.0	39	1
34.0	6	349148.0	15	10.0	2	3	0	4	1	0.0	0.0	40.0	39	1
43.0	7	114191.0	15	10.0	2	11	0	1	1	0.0	0.0	40.0	39	1
44.0	4	222434.0	11	9.0	0	7	3	4	1	0.0	0.0	40.0	39	1
43.0	4	395997.0	11	9.0	2	14	0	4	1	0.0	0.0	55.0	39	1
50.0	4	234657.0	15	10.0	0	1	4	4	0	0.0	0.0	40.0	39	1
34.0	4	177675.0	9	13.0	2	13	0	4	1	0.0	0.0	40.0	39	0
49.0	4	133969.0	10	16.0	2	10	0	3	1	0.0	0.0	50.0	39	0
22.0	4	220603.0	15	10.0	4	12	3	4	0	0.0	0.0	25.0	39	1
17.0	5	143034.0	0	6.0	4	8	3	4	1	0.0	0.0	4.0	39	1
35.0	4	85799.0	11	9.0	0	1	1	4	0	0.0	0.0	40.0	39	1
20.0	0	316304.0	15	10.0	4	0	3	4	1	0.0	0.0	40.0	39	1
20.0	4	169600.0	15	10.0	4	10	3	4	0	2176.0	0.0	12.0	39	1
29.0	4	180299.0	15	10.0	2	14	0	4	1	0.0	0.0	35.0	39	1
32.0	0	377017.0	7	12.0	4	0	3	4	1	0.0	0.0	40.0	39	1
36.0	4	96452.0	9	13.0	2	10	0	4	1	0.0	0.0	45.0	39	1
43.0	4	972354.0	15	10.0	2	8	0	4	1	0.0	0.0	48.0	39	1
37.0	4	97925.0	11	9.0	0	1	1	4	0	0.0	0.0	40.0	39	1
35.0	4	186934.0	11	9.0	2	4	0	4	1	7688.0	0.0	50.0	39	0
19.0	4	418324.0	15	10.0	4	12	3	4	1	0.0	0.0	36.0	39	1
65.0	4	36209.0	0	6.0	2	6	0	4	1	0.0	0.0	22.0	39	0
22.0	4	102632.0	11	9.0	4	3	1	4	1	0.0	0.0	41.0	39	1
57.0	4	98926.0	15	10.0	6	13	1	4	0	0.0	0.0	16.0	39	1
23.0	4	33884.0	15	10.0	5	12	4	4	0	0.0	0.0	40.0	39	1
50.0	4	289390.0	11	9.0	2	3	0	4	1	0.0	0.0	47.0	39	1
21.0	4	327797.0	15	10.0	0	12	1	4	0	0.0	0.0	40.0	39	1
48.0	5	38240.0	11	9.0	2	5	0	4	1	0.0	0.0	40.0	39	0
31.0	4	116508.0	11	9.0	2	7	0	4	1	0.0	0.0	48.0	39	1
17.0	4	140117.0	1	7.0	4	12	3	4	0	0.0	0.0	14.0	39	1
61.0	0	274499.0	11	9.0	2	0	0	2	1	0.0	0.0	40.0	39	1
45.0	4	272729.0	11	9.0	0	8	1	4	0	0.0	0.0	40.0	39	1
61.0	5	187124.0	11	9.0	2	4	0	4	1	0.0	0.0	20.0	39	0
26.0	4	365289.0	11	9.0	0	7	1	4	1	0.0	0.0	40.0	39	1
20.0	4	304710.0	15	10.0	4	12	3	1	0	0.0	0.0	20.0	39	1
46.0	7	260782.0	12	14.0	4	10	1	4	0	0.0	0.0	40.0	39	1
51.0	4	173987.0	6	5.0	2	12	0	4	1	0.0	0.0	40.0	39	1
39.0	6	169542.0	15	10.0	2	3	0	4	1	5178.0	0.0	40.0	39	0
47.0	6	242519.0	11	9.0	2	4	0	4	1	0.0	0.0	50.0	39	0
39.0	4	106347.0	11	9.0	2	14	0	4	1	0.0	0.0	40.0	39	1
36.0	4	549174.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
18.0	4	56613.0	15	10.0	4	11	3	4	0	0.0	0.0	20.0	39	1
43.0	4	193882.0	11	9.0	2	4	0	4	1	0.0	0.0	40.0	39	0
33.0	6	310525.0	2	8.0	4	3	1	2	1	0.0	0.0	32.0	39	1
19.0	0	117201.0	11	9.0	4	0	3	4	1	0.0	0.0	30.0	39	1
40.0	2	153489.0	11	9.0	2	8	2	4	1	3137.0	0.0	40.0	39	1
35.0	1	20469.0	15	10.0	0	4	4	1	0	0.0	0.0	40.0	30	1
43.0	6	194726.0	11	9.0	0	3	3	4	1	0.0	0.0	35.0	39	1
35.0	4	38948.0	15	10.0	2	10	0	4	1	0.0	0.0	40.0	39	0
51.0	4	226735.0	11	9.0	2	14	0	2	1	0.0	0.0	40.0	39	1
36.0	6	166213.0	11	9.0	2	14	0	4	1	0.0	0.0	40.0	39	0
30.0	4	186346.0	9	13.0	4	4	1	4	0	0.0	0.0	50.0	39	1
28.0	4	150296.0	7	12.0	4	8	1	4	0	0.0	0.0	80.0	39	1
50.0	2	138358.0	15	10.0	5	8	4	2	0	0.0	0.0	28.0	39	1
19.0	0	145234.0	15	10.0	4	0	3	4	1	0.0	0.0	30.0	39	1
47.0	4	97176.0	15	10.0	0	4	4	4	0	0.0	0.0	40.0	39	1
37.0	4	119929.0	11	9.0	2	12	0	4	1	0.0	0.0	45.0	39	0
36.0	4	196554.0	15	10.0	2	12	0	4	1	15024.0	0.0	40.0	39	0
55.0	6	170350.0	11	9.0	0	8	2	4	0	0.0	0.0	40.0	39	1
25.0	4	419658.0	11	9.0	4	8	3	4	0	0.0	0.0	8.0	39	1
56.0	4	158752.0	12	14.0	2	4	5	4	0	0.0	0.0	50.0	39	1
18.0	7	391257.0	15	10.0	4	8	1	4	0	0.0	0.0	40.0	39	1
70.0	2	127463.0	11	9.0	2	12	0	4	1	0.0	0.0	40.0	39	1
38.0	4	187264.0	11	9.0	2	4	5	4	0	0.0	0.0	55.0	39	1
47.0	4	341762.0	11	9.0	4	1	1	4	1	0.0	0.0	33.0	39	1
22.0	4	95647.0	1	7.0	4	14	3	1	1	0.0	0.0	40.0	30	1
22.0	4	136873.0	15	10.0	4	3	1	4	1	0.0	0.0	40.0	39	1
23.0	4	287681.0	11	9.0	4	3	3	4	1	0.0	0.0	40.0	4	1
24.0	4	255252.0	11	9.0	4	3	1	4	1	0.0	0.0	40.0	39	1
63.0	4	38352.0	11	9.0	6	1	4	4	0	0.0	0.0	40.0	39	1
41.0	4	394669.0	9	13.0	4	10	1	4	0	0.0	1741.0	40.0	39	1
19.0	4	286002.0	15	10.0	4	1	2	4	1	0.0	0.0	30.0	27	1
49.0	4	277434.0	11	9.0	2	14	0	4	1	0.0	0.0	50.0	39	1
17.0	4	34943.0	0	6.0	4	8	3	4	0	0.0	0.0	15.0	39	1
47.0	4	123425.0	11	9.0	4	4	3	4	1	0.0	0.0	41.0	39	1
49.0	2	52590.0	11	9.0	6	11	1	2	1	0.0	0.0	40.0	39	1
42.0	6	126614.0	9	13.0	0	4	1	3	1	0.0	0.0	30.0	20	1
29.0	4	334096.0	11	9.0	4	6	1	4	0	0.0	0.0	25.0	39	1
31.0	4	398988.0	15	10.0	4	4	1	4	1	0.0	0.0	40.0	39	1
25.0	4	124111.0	9	13.0	4	12	3	4	0	0.0	0.0	36.0	0	1
33.0	1	88913.0	15	10.0	4	1	3	1	0	0.0	0.0	40.0	39	1
49.0	2	177114.0	12	14.0	0	10	1	4	0	0.0	0.0	60.0	39	1
24.0	4	138719.0	1	7.0	4	12	3	2	0	0.0	0.0	20.0	39	1
33.0	4	547886.0	9	13.0	5	4	4	2	0	0.0	0.0	40.0	39	1
36.0	7	28572.0	15	10.0	4	6	1	4	1	0.0	0.0	38.0	39	1
28.0	6	51461.0	11	9.0	2	5	0	4	1	0.0	0.0	40.0	39	1
26.0	2	73392.0	11	9.0	4	6	3	0	1	0.0	0.0	30.0	39	1
46.0	2	141944.0	9	13.0	2	10	0	4	1	0.0	0.0	38.0	39	0
60.0	4	162151.0	11	9.0	2	14	0	4	1	0.0	0.0	45.0	39	1
27.0	4	278736.0	2	8.0	4	6	2	4	1	0.0	0.0	40.0	26	1
43.0	4	265434.0	1	7.0	4	8	1	2	1	0.0	0.0	40.0	39	1
37.0	2	343052.0	11	9.0	5	1	4	4	0	0.0	0.0	40.0	39	1
33.0	4	317809.0	9	13.0	2	10	0	4	1	0.0	0.0	40.0	39	0
23.0	4	103064.0	9	13.0	4	13	1	4	0	0.0	0.0	40.0	39	1
37.0	6	183735.0	11	9.0	2	10	0	4	1	3137.0	0.0	30.0	39	1
54.0	6	154785.0	9	13.0	0	4	1	4	1	0.0	0.0	50.0	39	1
21.0	4	121023.0	15	10.0	4	8	3	4	0	0.0	0.0	9.0	39	1
18.0	4	270544.0	2	8.0	4	1	3	4	0	0.0	0.0	30.0	39	1
24.0	4	109307.0	11	9.0	4	12	3	4	1	0.0	0.0	45.0	39	1
34.0	4	213887.0	15	10.0	2	3	0	4	1	0.0	0.0	40.0	39	1
66.0	4	350498.0	15	10.0	2	12	0	4	1	0.0	0.0	28.0	39	1
26.0	4	122575.0	9	13.0	4	4	4	1	1	0.0	0.0	60.0	40	1
28.0	4	274679.0	12	14.0	4	10	1	4	1	0.0	0.0	50.0	39	1
20.0	4	181796.0	11	9.0	2	6	0	4	1	0.0	0.0	40.0	39	1
19.0	4	172368.0	1	7.0	4	14	3	4	1	0.0	0.0	20.0	39	1
46.0	6	199596.0	15	10.0	0	4	4	4	0	0.0	0.0	50.0	39	1
52.0	5	114758.0	9	13.0	2	12	0	4	1	15024.0	0.0	50.0	39	0
64.0	4	210082.0	11	9.0	6	1	1	4	0	0.0	0.0	40.0	39	1
52.0	4	200853.0	12	14.0	0	10	1	4	0	6849.0	0.0	60.0	39	1
54.0	4	123011.0	15	10.0	2	12	0	4	1	0.0	0.0	45.0	39	0
21.0	4	376416.0	15	10.0	4	14	3	4	1	0.0	0.0	40.0	39	1
37.0	4	20308.0	9	13.0	2	10	0	4	1	0.0	0.0	65.0	39	0
38.0	1	338320.0	14	15.0	2	10	0	4	1	0.0	1977.0	50.0	39	0
54.0	4	38795.0	6	5.0	5	3	4	4	1	0.0	0.0	40.0	39	1
20.0	4	57898.0	2	8.0	4	5	3	4	1	0.0	0.0	40.0	39	1
37.0	4	211154.0	15	10.0	0	7	1	4	1	0.0	0.0	52.0	39	1
59.0	5	349910.0	7	12.0	2	3	0	4	1	0.0	0.0	40.0	39	1
30.0	4	345122.0	14	15.0	2	10	0	4	1	0.0	0.0	50.0	39	1
31.0	4	309028.0	9	13.0	4	10	1	4	0	0.0	0.0	40.0	39	1
32.0	4	137367.0	1	7.0	4	3	1	1	1	0.0	0.0	40.0	19	1
42.0	1	153143.0	15	10.0	0	1	2	4	0	0.0	0.0	40.0	33	1
54.0	4	175912.0	11	9.0	6	7	4	4	1	914.0	0.0	40.0	39	1
19.0	4	196119.0	11	9.0	4	12	3	4	0	0.0	0.0	35.0	39	1
23.0	0	32897.0	7	12.0	2	0	0	4	1	0.0	0.0	20.0	39	1
19.0	4	255161.0	11	9.0	4	12	3	4	1	0.0	0.0	25.0	39	1
32.0	4	125279.0	11	9.0	0	3	4	4	1	0.0	0.0	99.0	39	1
47.0	4	349151.0	8	11.0	2	7	0	4	1	0.0	0.0	45.0	39	0
64.0	4	271094.0	9	13.0	0	10	1	4	0	0.0	0.0	20.0	39	1
29.0	4	286634.0	9	13.0	2	10	5	4	0	0.0	0.0	50.0	39	0
75.0	0	164849.0	6	5.0	2	0	0	2	1	1409.0	0.0	5.0	39	1
22.0	6	174907.0	15	10.0	4	10	3	4	0	0.0	0.0	15.0	39	1
41.0	5	60414.0	9	13.0	2	4	0	4	1	0.0	0.0	99.0	39	0
20.0	4	281743.0	15	10.0	4	8	3	4	1	0.0	0.0	50.0	39	1
21.0	4	57916.0	11	9.0	5	5	3	4	1	0.0	0.0	40.0	39	1
45.0	5	117605.0	11	9.0	2	4	0	4	1	0.0	0.0	48.0	39	0
61.0	2	176753.0	11	9.0	2	5	0	4	1	0.0	0.0	48.0	39	1
35.0	4	194591.0	15	10.0	2	13	0	4	1	0.0	0.0	40.0	39	1
55.0	5	114495.0	9	13.0	2	4	0	4	1	0.0	2415.0	50.0	39	0
21.0	4	226145.0	15	10.0	4	6	3	4	1	0.0	0.0	30.0	39	1
49.0	2	145290.0	4	3.0	2	8	0	4	1	0.0	0.0	40.0	39	1
38.0	4	316211.0	11	9.0	0	3	3	4	1	0.0	0.0	40.0	39	1
26.0	7	70447.0	11	9.0	2	11	0	1	1	0.0	0.0	40.0	39	0
38.0	4	32528.0	15	10.0	2	4	0	4	1	0.0	0.0	40.0	39	0
45.0	4	138626.0	8	11.0	0	4	1	4	1	2174.0	0.0	50.0	39	1
31.0	4	177675.0	9	13.0	2	12	0	4	1	0.0	0.0	40.0	39	0
58.0	2	318537.0	2	8.0	2	5	0	4	1	0.0	0.0	40.0	39	1
76.0	4	138403.0	11	9.0	2	12	0	4	1	0.0	0.0	20.0	39	1
47.0	4	102308.0	12	14.0	2	4	0	4	1	99999.0	0.0	50.0	39	0
32.0	4	29933.0	9	13.0	2	6	0	4	1	0.0	0.0	50.0	39	0
21.0	0	148509.0	15	10.0	4	0	1	4	0	0.0	0.0	30.0	39	1
52.0	4	53497.0	8	11.0	2	3	0	4	1	0.0	0.0	40.0	39	1
35.0	4	187119.0	15	10.0	0	4	1	4	0	0.0	0.0	70.0	39	1
27.0	4	207213.0	11	9.0	4	6	3	4	1	0.0	0.0	40.0	39	1
41.0	4	127314.0	11	9.0	2	3	0	4	1	5178.0	0.0	40.0	39	0
65.0	5	150095.0	11	9.0	2	14	0	4	1	0.0	0.0	40.0	39	1
22.0	4	271274.0	1	7.0	4	12	1	4	0	0.0	0.0	40.0	39	1
51.0	4	175122.0	11	9.0	2	1	5	4	0	0.0	0.0	40.0	39	1
54.0	4	210736.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	0
24.0	4	86745.0	9	13.0	4	1	2	1	0	0.0	0.0	16.0	39	1
30.0	7	45737.0	15	10.0	4	1	1	4	0	0.0	0.0	40.0	39	1
17.0	4	365613.0	0	6.0	4	8	3	4	1	0.0	0.0	10.0	2	1
43.0	6	154785.0	9	13.0	2	7	5	1	0	0.0	0.0	80.0	37	1
30.0	7	252818.0	15	10.0	4	10	1	4	0	0.0	0.0	40.0	39	1
23.0	4	197552.0	15	10.0	4	12	3	4	0	0.0	0.0	35.0	39	1
39.0	7	121838.0	11	9.0	0	8	4	2	0	0.0	0.0	40.0	39	1
64.0	4	180624.0	7	12.0	4	10	2	4	0	0.0	0.0	30.0	39	1
54.0	5	52565.0	5	4.0	2	14	0	4	1	0.0	0.0	70.0	39	1
36.0	4	346478.0	9	13.0	2	12	0	4	1	0.0	2415.0	45.0	39	0
31.0	4	36069.0	11	9.0	4	3	1	4	1	0.0	0.0	35.0	39	1
37.0	4	164193.0	8	11.0	2	1	0	4	1	0.0	0.0	40.0	39	1
48.0	4	162187.0	9	13.0	2	4	0	4	1	0.0	0.0	48.0	39	0
51.0	4	123703.0	11	9.0	2	7	0	4	1	4386.0	0.0	40.0	39	0
23.0	4	210474.0	15	10.0	4	8	3	4	0	0.0	0.0	20.0	39	1
48.0	4	166863.0	12	14.0	2	4	0	4	1	0.0	0.0	40.0	39	0
42.0	4	150568.0	11	9.0	5	12	4	4	0	0.0	0.0	45.0	39	1
72.0	6	379376.0	14	15.0	2	10	0	4	1	0.0	0.0	35.0	39	1
35.0	1	49657.0	9	13.0	2	10	0	4	1	7298.0	0.0	40.0	39	0
39.0	4	269455.0	11	9.0	2	5	0	4	1	0.0	0.0	45.0	39	1
39.0	4	171524.0	0	6.0	4	6	1	4	1	0.0	0.0	40.0	4	1
25.0	4	471768.0	11	9.0	4	1	3	2	0	0.0	0.0	32.0	39	1
27.0	2	74056.0	9	13.0	4	13	1	4	1	0.0	0.0	50.0	39	1
33.0	4	56121.0	11	9.0	4	14	1	4	1	0.0	0.0	60.0	39	1
22.0	4	147397.0	9	13.0	4	5	1	4	1	0.0	0.0	20.0	39	1
38.0	4	240467.0	12	14.0	4	4	4	2	0	0.0	0.0	35.0	39	1
63.0	0	257876.0	14	15.0	2	0	0	4	1	0.0	0.0	40.0	39	1
62.0	5	24050.0	11	9.0	6	12	1	4	0	0.0	0.0	15.0	39	1
42.0	0	85995.0	11	9.0	2	0	0	4	1	0.0	0.0	52.0	39	1
46.0	4	188161.0	11	9.0	5	7	3	2	0	0.0	0.0	40.0	39	1
42.0	6	54202.0	14	15.0	2	10	0	4	1	0.0	0.0	50.0	39	0
50.0	4	107665.0	15	10.0	2	12	0	4	1	0.0	0.0	40.0	39	0
37.0	4	232614.0	11	9.0	0	8	4	2	0	0.0	0.0	30.0	39	1
52.0	6	173839.0	0	6.0	2	4	0	4	1	0.0	0.0	60.0	39	1
38.0	4	149347.0	15	10.0	0	12	1	4	1	0.0	0.0	60.0	39	1
44.0	2	188808.0	8	11.0	2	3	0	4	1	0.0	0.0	40.0	39	0
52.0	4	204584.0	9	13.0	3	4	1	4	0	0.0	0.0	42.0	39	1
17.0	4	206383.0	1	7.0	4	6	3	4	1	0.0	0.0	17.0	39	1
34.0	0	222548.0	15	10.0	2	0	5	4	0	0.0	0.0	4.0	39	1
35.0	4	397877.0	11	9.0	4	14	1	4	1	0.0	0.0	40.0	39	1
36.0	4	635913.0	11	9.0	3	8	1	2	1	0.0	0.0	40.0	39	1
35.0	4	98776.0	11	9.0	4	4	1	4	1	0.0	0.0	60.0	39	1
43.0	4	125833.0	9	13.0	2	1	0	1	1	0.0	0.0	40.0	40	1
36.0	4	174242.0	14	15.0	2	10	0	4	1	7298.0	0.0	50.0	39	0
36.0	4	350783.0	11	9.0	4	10	1	4	0	0.0	0.0	38.0	39	1
37.0	4	293475.0	7	12.0	4	10	1	4	0	0.0	0.0	40.0	39	1
24.0	2	212210.0	7	12.0	4	1	3	4	0	0.0	0.0	20.0	0	1
48.0	4	159726.0	11	9.0	2	14	0	4	1	0.0	0.0	55.0	39	0
26.0	4	359854.0	9	13.0	4	9	2	4	0	0.0	0.0	35.0	26	1
48.0	2	407495.0	7	12.0	2	11	0	4	1	0.0	0.0	56.0	39	0
32.0	4	183916.0	11	9.0	4	8	1	4	0	0.0	0.0	34.0	39	1
22.0	0	125040.0	15	10.0	4	0	3	4	1	0.0	0.0	40.0	39	1
44.0	1	469454.0	8	11.0	2	11	0	4	1	7298.0	0.0	48.0	39	0
25.0	4	130557.0	9	13.0	4	1	1	4	0	0.0	0.0	40.0	39	1
24.0	0	114292.0	6	5.0	4	0	3	4	1	0.0	0.0	40.0	39	1
30.0	4	194141.0	15	10.0	0	7	1	4	1	0.0	1617.0	40.0	39	1
64.0	4	180247.0	5	4.0	2	3	0	2	1	0.0	0.0	40.0	39	1
61.0	6	201965.0	11	9.0	2	4	0	4	1	0.0	0.0	40.0	39	1
31.0	0	26553.0	9	13.0	2	0	5	4	0	0.0	0.0	25.0	39	0
43.0	4	85995.0	11	9.0	4	6	1	4	1	0.0	0.0	40.0	39	1
51.0	2	110965.0	12	14.0	4	10	3	4	1	0.0	0.0	40.0	39	1
55.0	4	193374.0	15	10.0	2	13	0	4	1	0.0	0.0	40.0	39	0
22.0	4	190483.0	15	10.0	0	12	3	4	0	0.0	0.0	48.0	20	1
35.0	4	376455.0	15	10.0	2	4	0	4	1	15024.0	0.0	60.0	39	0
59.0	7	192258.0	10	16.0	2	10	0	4	1	0.0	0.0	40.0	39	0
20.0	4	279538.0	1	7.0	2	6	2	4	1	2961.0	0.0	35.0	39	1
42.0	6	166813.0	15	10.0	2	5	0	4	1	0.0	0.0	60.0	39	1
47.0	4	214702.0	11	9.0	0	8	4	4	0	0.0	0.0	37.0	33	1
74.0	6	192413.0	14	15.0	0	10	2	4	1	0.0	0.0	40.0	39	1
19.0	4	207173.0	11	9.0	5	1	4	4	0	0.0	0.0	30.0	39	1
19.0	6	242965.0	15	10.0	4	8	3	4	0	0.0	0.0	24.0	39	1
38.0	4	99146.0	11	9.0	2	14	0	4	1	0.0	0.0	65.0	39	1
49.0	4	103123.0	9	13.0	2	6	0	4	1	0.0	0.0	40.0	39	0
24.0	4	184756.0	9	13.0	4	4	1	4	0	0.0	0.0	40.0	39	1
31.0	4	172304.0	15	10.0	2	3	0	4	1	0.0	0.0	50.0	39	0
32.0	4	420895.0	11	9.0	2	14	0	4	1	0.0	0.0	40.0	39	1
34.0	4	241360.0	11	9.0	2	10	0	4	1	0.0	0.0	40.0	0	1
47.0	4	122026.0	8	11.0	0	12	1	4	1	0.0	0.0	50.0	39	1
19.0	4	63814.0	15	10.0	4	1	1	4	0	0.0	0.0	18.0	39	1
26.0	4	258550.0	9	13.0	4	1	3	4	1	0.0	0.0	40.0	39	1
20.0	4	105585.0	15	10.0	4	12	3	4	1	0.0	0.0	25.0	39	1
17.0	4	151141.0	2	8.0	4	12	3	4	1	0.0	0.0	20.0	39	1
40.0	4	277256.0	9	13.0	0	4	1	4	1	0.0	2559.0	55.0	39	0
43.0	4	122473.0	12	14.0	2	4	5	2	0	0.0	1977.0	50.0	39	0
65.0	0	149131.0	9	13.0	2	0	0	4	1	0.0	0.0	40.0	22	0
60.0	4	178792.0	11	9.0	6	6	1	4	0	0.0	0.0	40.0	39	1
29.0	4	176137.0	11	9.0	0	1	4	4	0	0.0	0.0	40.0	39	1
37.0	4	208391.0	15	10.0	2	14	0	4	1	0.0	0.0	40.0	39	0
37.0	2	593246.0	9	13.0	2	10	5	4	0	0.0	0.0	50.0	39	0
41.0	4	175674.0	9	13.0	2	13	0	4	1	0.0	0.0	40.0	39	0
59.0	4	230899.0	6	5.0	5	7	4	4	0	0.0	0.0	40.0	26	1
40.0	4	213821.0	12	14.0	4	10	1	4	1	0.0	0.0	40.0	39	0
44.0	4	408531.0	11	9.0	0	1	4	4	0	0.0	0.0	40.0	39	0
46.0	4	180505.0	11	9.0	2	7	0	2	1	0.0	0.0	40.0	39	1
20.0	4	267945.0	15	10.0	4	12	3	4	0	0.0	0.0	15.0	39	1
42.0	2	175642.0	9	13.0	4	1	1	4	0	99999.0	0.0	40.0	39	0
61.0	5	102191.0	12	14.0	6	4	4	4	0	0.0	0.0	99.0	39	1
59.0	4	187025.0	11	9.0	0	1	1	2	1	0.0	0.0	40.0	39	1
44.0	4	188436.0	9	13.0	2	1	0	4	1	0.0	0.0	45.0	39	1
20.0	0	311570.0	11	9.0	2	0	2	4	0	0.0	0.0	32.0	39	1
44.0	4	347653.0	8	11.0	2	4	0	4	1	0.0	0.0	50.0	11	1
58.0	6	31732.0	9	13.0	2	4	0	4	1	0.0	0.0	50.0	39	1
28.0	4	132686.0	12	14.0	2	12	0	4	1	0.0	0.0	40.0	39	1
42.0	4	363591.0	11	9.0	0	3	4	4	1	0.0	0.0	40.0	39	1
35.0	4	255635.0	6	5.0	2	3	0	3	1	0.0	0.0	40.0	26	1
32.0	4	200700.0	15	10.0	4	12	1	4	1	0.0	0.0	50.0	39	1
22.0	4	174461.0	15	10.0	4	1	3	4	0	0.0	0.0	15.0	39	1
55.0	4	176897.0	15	10.0	0	13	1	4	1	0.0	0.0	40.0	39	1
53.0	4	350510.0	4	3.0	2	14	0	4	1	0.0	0.0	40.0	39	1
39.0	4	19914.0	15	10.0	0	1	4	0	0	0.0	0.0	40.0	39	1
41.0	4	153031.0	15	10.0	2	12	0	4	1	0.0	0.0	65.0	39	0
36.0	4	131039.0	11	9.0	4	1	1	1	0	0.0	0.0	35.0	38	1
24.0	4	182504.0	15	10.0	4	8	3	4	0	0.0	0.0	25.0	39	1
